msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
tq2F2agNDYY9xndX1DnL7Xh6HU4tCQTsAxFd/6CPOqg=,8,49,male,9,2007-12-31,2017-10-02,3563,40s,2007,12,0
7SCtsqQgfgVWQxPl4Hl0ZkYRI6Mxi9bQB5XomoWS3oo=,5,27,female,7,2012-05-22,2017-09-17,1944,20s,2012,5,1
LuyE/16/pJ1V5Iugt+U0CkQmW7ozoLA6qn5E3J6Adlo=,4,35,unknown,7,2014-06-07,2017-10-01,1212,30s,2014,6,5
aXDBwklpcxYoxEELiF/huYY4Ibc8V7sdvpRrYPEV+hs=,13,53,male,9,2009-12-22,2017-07-08,2755,50s,2009,12,1
ksAAkNXLLVLv8h/br9KruKQ6uJSyeJrxmBLKLNEtjas=,12,28,male,9,2009-07-03,2017-08-21,2971,20s,2009,7,4
Y0HOQUM5oL+wfVN/BRECGWYP7IzppSl6NNb/c0UXS3g=,9,29,male,4,2016-06-26,2017-09-20,451,20s,2016,6,6
DBrDJMl0bOsVck3g6EO1AZ/GgK2vMPwU8Ob/lTu8We4=,22,30,female,7,2013-09-07,2017-09-22,1476,20s,2013,9,5
UnO4j65fo3YltzccatsE+7q95SRqj6WrIPRknCd7xZk=,22,38,male,9,2009-01-13,2017-10-09,3191,30s,2009,1,1
rRUTKZAVxGBh5XRUk+Lk/b/gHcAOsbk1hiQiEfubDh4=,13,26,male,7,2011-07-06,2017-10-06,2284,20s,2011,7,2
vKFLRCvickoFcCoGgv5BT/kuH/XWqofuTm9JWkaFybM=,12,35,male,3,2013-08-13,2017-09-20,1499,30s,2013,8,1
IyIn2DMGA1z/jBJZ1YPyECfKyIKosRmRPqOgm1rkGiE=,13,30,male,3,2012-09-06,2017-10-03,1853,20s,2012,9,3
7ehKdv3A5Lc55z75BchDVbkn5xFvrrpMKMzkUm4Nh5A=,4,18,female,3,2017-02-23,2017-06-15,112,10s,2017,2,3
mczw6Wx2iwLBZ3Bwaye1erB5s/escGJPeGIF6A1bffg=,13,32,male,7,2016-04-23,2017-08-13,477,30s,2016,4,5
3YaVxjtRxrplzcmXAcW1qr4LXI9Wlg8SEvjkRPUnK/Y=,5,24,male,3,2015-03-04,2018-03-24,1116,20s,2015,3,2
8b+oTZymnUpN98ONocc525scQJQo0sT4Kwxn3GIV7pE=,6,20,female,3,2015-02-09,2017-12-24,1049,10s,2015,2,0
JkX0+ZFiEChg2rdPrPJoDimYC3QW1gN8SgLHOgNgUt8=,13,30,female,3,2012-07-22,2016-10-27,1558,20s,2012,7,6
K0E3HhxlBZw5KdmRIDqAO5OBgvfGKk7Z5whd6JIPj+Q=,5,30,male,9,2011-04-14,2017-07-08,2277,20s,2011,4,3
0puTHWeBYBCb81rh81gDpP1Ckja/hXLRxXfWyYVLg+Y=,14,47,female,9,2007-02-06,2018-02-14,4026,40s,2007,2,1
XYaB2cNHmRpnFpTvqNISXi0rMllO0A7RTH1fP9wjMzY=,13,27,female,3,2014-11-28,2017-09-08,1015,20s,2014,11,4
N7SIy6UCv6GKg2QPdk4mvuUAZYjBmCsoxNTr4eZSv1A=,5,41,male,9,2008-12-20,2018-04-08,3396,40s,2008,12,5
kh1jC94wKM2RmBDrtbRwlRNL8ZtIxy3hxNXMKcgKJLY=,13,20,female,9,2014-03-07,2017-10-20,1323,10s,2014,3,4
n1MqVwShGJefBxBwiFDe7EcszExBonrDmk1irPIBKss=,11,59,female,9,2007-12-23,2017-10-12,3581,50s,2007,12,6
dqIxwP4aSupIkoj2b7Hn9Mpieh5iGpHiE0qqao40+YY=,13,21,female,9,2014-10-18,2017-09-22,1070,20s,2014,10,5
yPf0YB7xQLpJrIrPNGQs5qESSUIubRgR6woBRj2s6oo=,13,33,male,7,2011-01-11,2017-07-08,2370,30s,2011,1,1
BMHK5+LZiCV3gvyKeo54wdHko7GgseR/H23qhiHvN6M=,18,20,male,3,2014-01-07,2017-07-10,1280,10s,2014,1,1
ebaNE2SlQnw1Lw0OBGN76VYJYXFelTxAs/M88oBNWg8=,13,18,male,9,2015-06-11,2017-09-19,831,10s,2015,6,3
ufzBCKAoCq6bE+/oxptLBHqrc8C5M7emNRmlig0qD9E=,5,18,male,9,2014-01-05,2017-08-10,1313,10s,2014,1,6
S23HjSAVuZHLWwGY+kknfqI1HXFcGIVbig9v50GagXM=,6,20,female,3,2012-01-16,2017-09-20,2074,10s,2012,1,0
aMEISpDDzUfOqchd2ZmlwprdMZKXZ/ePu+a69LvwRk8=,15,27,female,9,2005-03-04,2017-09-30,4593,20s,2005,3,4
SBLVPEGp7W21CJmklJN91uAHsEQJk4kljxYctev3OYg=,5,34,male,3,2013-11-07,2017-09-24,1417,30s,2013,11,3
zMRDYTnmadl44fLcVUhvw79EAMJ1ElhhOQkaNakZKGE=,13,18,male,3,2013-11-01,2017-03-01,1216,10s,2013,11,4
BCRmzNoygUD3MSlIa22PD3+dVb2aMF0qCiSMhJpVz6w=,15,27,female,7,2013-11-23,2017-10-06,1413,20s,2013,11,5
UvWs4pNs22gl3hlZiC2JhdRSeVxCW4Y99hP/v6Gb54k=,9,27,male,9,2012-12-25,2017-07-04,1652,20s,2012,12,1
iHh8lz5adc9qd5bAbyXCb5iRnlV+ybD8oXz2ashcg5k=,3,32,female,9,2004-07-18,2017-09-30,4822,30s,2004,7,6
TExa4P3beGhk9c7Gh3RrLLtWjVyyqU5CPA3azM7WDes=,15,22,female,3,2012-06-07,2017-09-24,1935,20s,2012,6,3
3OMuZq1UAMplLpuM2/vZeRytxanoNyNKZqqqNbuuzbU=,13,23,female,3,2012-09-21,2017-03-05,1626,20s,2012,9,4
HiM7CiXZSXpkFQI/icyaHj68E+S1MKaJSkAMli/w2EE=,1,24,male,4,2016-12-12,2016-12-15,3,20s,2016,12,0
Hb6COzlznLpkvYkbRNpqKs993nK4ENUxHaMNX3vt9+g=,21,18,male,4,2017-01-26,2017-01-31,5,10s,2017,1,3
v3otoSUMbRYdW47jHY30mv37M+BSVzwI+kKIB0EmZ2Q=,15,36,male,9,2010-05-25,2018-02-14,2822,30s,2010,5,1
hb6t0VX0Pz5fW8gXVH/Y05Srd3SKJ6r2Ixk70Kjmk64=,1,19,male,3,2015-09-20,2017-06-12,631,10s,2015,9,6
oH8NNr1QRbzL29JQBKwCKM0bHH92+QkTGoGbV5TrJ5g=,12,22,female,9,2015-01-29,2016-10-09,619,20s,2015,1,3
Q348eYtGN50dSHwQ5u7Ro7lysVxpE53Wl7tQ5Ri6whY=,13,36,female,9,2014-03-19,2018-01-08,1391,30s,2014,3,2
KDxrYTuh2a8q93oAQG1A0vsbV0uMVGiHhMszdlwTZaQ=,9,34,male,9,2006-01-12,2017-09-13,4262,30s,2006,1,3
hDVO5h4tgTopjkRttc5YieLWlvl5+qzYKQM79cHDDuE=,4,26,female,9,2004-10-08,2017-09-24,4734,20s,2004,10,4
/dpIC6DntOC/wixF6Mm99291mOtx2gqg2VvSC3aNU/M=,15,38,female,3,2015-08-27,2015-09-03,7,30s,2015,8,3
QiQJZ+cXKErdLDhkYpfEyAXAfGyIfcEEeMQLuBJQXNs=,4,16,male,3,2013-06-04,2017-09-15,1564,10s,2013,6,1
MNLAf95f18Lf1QkmPhcxVHqtH9IJrGTSqtZHNqNIuVI=,13,31,male,9,2006-12-03,2017-06-23,3855,30s,2006,12,6
hzy7RwzEVDm4JmC0X2qLUvnoE1+2zNTEea4fOe/o6ms=,10,18,female,3,2016-02-02,2018-05-11,829,10s,2016,2,1
FBd7OiPRN3TPq42qL+/Yru7G3Y+baPpGHU1BYstn5dc=,8,30,female,7,2011-01-11,2017-09-11,2435,20s,2011,1,1
cu3awrCS8l9KuP67/GqKFIA3sPB780dgibefp5W+pSw=,5,29,male,7,2012-01-18,2016-07-15,1640,20s,2012,1,2
MExtmm7sr6ctCIkYfRoEJOb1mjCXVPtIfLteq+wUOxk=,4,44,male,9,2006-11-08,2017-09-15,3964,40s,2006,11,2
oq4EJseG/aPb4SEYoXGjteoTCpvX1JaA/iDVqpFBL2c=,11,22,female,9,2013-08-08,2017-11-01,1546,20s,2013,8,3
4QCX84yadQ3ZECYNDy6PxJRUA/se3AhK3xm3lhBmuvY=,13,35,male,9,2013-12-18,2017-05-13,1242,30s,2013,12,2
s67g2FdN4ZZZEoQsPFzd73XAt92H+NPIznBM800jrz0=,10,30,female,9,2011-10-07,2016-10-30,1850,20s,2011,10,4
MVRdF+Taq/mxSIKooHS7kXlmG3mhuvepLFJyw9pXBkM=,15,29,male,9,2006-02-25,2017-09-30,4235,20s,2006,2,5
7cIuNBAfUHTyb8AKY3QHGMuIkxz5ZmvbbJye6UdO+l8=,12,30,male,9,2011-04-22,2017-03-23,2162,20s,2011,4,4
AEJkf23DLncfHkzB0gJYLRjS2gUkr/ui4gKpddm3s7g=,11,24,female,9,2009-04-18,2017-09-10,3067,20s,2009,4,5
djMt8GVyj/M0Z+nYb+32lesPsogU3QPIy/RBPIZMSEE=,22,17,female,4,2017-02-25,2017-02-28,3,10s,2017,2,5
iirTSy92zJK17ZCUu+/8sMtS506KBVgiyE29Tw6Fvkw=,21,24,male,3,2017-02-07,2017-09-13,218,20s,2017,2,1
nPssk4Yik/A0HQxjbmiQ0o3ZBBH6F11aRCRe2hZgAgc=,6,18,male,4,2016-11-28,2017-01-02,35,10s,2016,11,0
ROPsrL3koDoJxeymBvlL3Fvv09bqUV0FcU2Y+ly5kTg=,4,28,male,9,2010-11-21,2016-11-10,2181,20s,2010,11,6
XW0c4d4L9gSRX1eaf/x9JNUvBU820NI1s1eN+0xXYlo=,13,26,female,4,2015-10-19,2017-08-08,659,20s,2015,10,0
tY4UhLyscbGWDpmstcLTiP0JNndthq4BEVNuJ690L3k=,15,37,male,9,2009-06-12,2017-10-13,3045,30s,2009,6,4
2B0Xu3dFx1ZNJxzMS4iV96uBqIrstiZgCliQrYwn6r4=,5,24,male,7,2013-05-27,2017-10-05,1592,20s,2013,5,0
83nYHo7bA2o8/B/pLBwl/AZwqa5he4J7nsNTPKrMO1Q=,12,18,female,3,2017-01-20,2017-01-23,3,10s,2017,1,4
Bzr18F7DhWKg/1w6UPTIOBXhz5YXa/bHyRPpEET8kZo=,4,20,female,7,2014-05-15,2017-09-14,1218,10s,2014,5,3
5P/T+LEdC/OgDVY03lCCN4Wj5F+K0C7qkpuy30K7nqU=,4,25,female,3,2012-12-21,2017-09-27,1741,20s,2012,12,4
6Pc9ZBOH7uktD1o6r0aYLSGuS/YjnYPXmHX23JtftLc=,15,27,male,3,2013-01-03,2017-10-05,1736,20s,2013,1,3
AsAFT9TFJgoSIjfPEKKiS5QYy4fIlZHxOqByJizatGk=,15,30,male,3,2013-01-12,2017-06-09,1609,20s,2013,1,5
SBil9wvJpsDbOei8O52v/Viqmyc2+GBgCAn+v34VUxc=,18,25,female,9,2009-10-26,2017-08-13,2848,20s,2009,10,0
DlIjCTyCQd7lViPNl0M7HHoJRhqdeXYmR2pQHGBpb90=,15,34,female,9,2006-02-24,2017-09-28,4234,30s,2006,2,4
lBN6sVzqbVzzrOmzd/rYxq2D0VNQCm3g0ZhNyxVMWN4=,5,36,male,3,2014-05-10,2017-10-16,1255,30s,2014,5,5
uDF3Z0nz7CvuNPYUmNawjnixwbQauqrH5bPW5q/9dxM=,15,37,male,9,2013-10-02,2017-09-11,1440,30s,2013,10,2
o8DJ+Hql0dybrvQkYNP/OuVcgYlzrhji6RWE+ghoJq4=,19,26,male,7,2013-09-23,2017-09-22,1460,20s,2013,9,0
V8pNUizcKwTRuSQAtzXJBAJ7B8cyf0EegXkljvIvFqo=,5,30,unknown,9,2013-03-03,2018-10-06,2043,20s,2013,3,6
pjNy0+S7HIk7q/blkRNjMQFdllla0XR6Awdw1Aw8v1U=,9,37,female,9,2012-08-21,2017-12-31,1958,30s,2012,8,1
WB9nZA+pDS+nLqxbcRWhz4XKCZVkw7BG6MAWbpTVIwE=,22,17,female,9,2011-01-16,2017-08-18,2406,10s,2011,1,6
0u+Ufe8RFZO+9Z3On+TYJpGROdaQ4DFqde4kWKZCOac=,13,19,female,9,2016-08-22,2017-08-30,373,10s,2016,8,0
2N0Fvdv3Tc2B5lyfcm7M5zKAZmv663QBIPT/OEjintY=,13,19,female,9,2011-05-27,2017-07-12,2238,10s,2011,5,4
Pvay2GnOZx7cFpOUW5wNhULMZDq5C0jO1dmdnT8vYAw=,5,41,female,9,2007-10-12,2014-09-25,2540,40s,2007,10,4
ybTJT1O65iiRhd2DelhgxH4XDyYnpJCN//rXCZiCkko=,4,28,female,9,2009-12-30,2017-09-27,2828,20s,2009,12,2
gt/m7aMGoUo8ZX9No5hNJxiwuKc7DJoO90t4YUGthF8=,4,46,female,4,2015-11-05,2015-11-08,3,40s,2015,11,3
z9atsqBsIBKvlgwtJEDCeAQ5EZYXmwdhFu41CRu/E+E=,4,27,female,7,2014-02-04,2017-09-30,1334,20s,2014,2,1
n6XICXSi4vX0z/DaPNO//5nH6bQa20UuqxPtaNo41Uc=,11,24,female,9,2013-04-19,2017-10-19,1644,20s,2013,4,4
xWQtrdSCces9vEnvHJN6VhPw8+OJDYl3TsSwSev9qBA=,13,20,male,3,2014-11-20,2017-09-27,1042,10s,2014,11,3
jilWsMKHH6wz8YyZ1rSnqzC8Vp7HMktPOUyfj/hVnEw=,1,27,male,3,2015-04-09,2015-04-16,7,20s,2015,4,3
pBmG0FMfTLwEHvTUPjJM/2+I8lb9yeXq2NDQjOfdyLw=,15,27,female,9,2011-12-24,2017-04-28,1952,20s,2011,12,5
VC4V1anbDgqEK5WbGQdIx3PbyEXeM6/Z9KEG9KwgyN4=,3,19,unknown,4,2016-06-09,2018-03-11,640,10s,2016,6,3
z9TWTBmL7HzYIdtuzNlMd9KUkOx2fo6K2q6YjwdS2qw=,13,27,male,9,2010-09-21,2017-09-30,2566,20s,2010,9,1
boMdx5lYxsM0L//EXN3ZzTCaucHh2BQku0N2TcbEkWU=,11,22,male,4,2016-02-28,2017-09-11,561,20s,2016,2,6
KJGUnhayx2/EgPY3DKDs0ogxy9uZk+3VpxCvDXOcPa4=,14,39,female,9,2011-03-17,2017-09-07,2366,30s,2011,3,3
r4R9+JI8BYyQPhA0IyRjCISYG8dYOHS5L2B/ursceuc=,22,24,male,3,2016-04-23,2017-05-30,402,20s,2016,4,5
WtuOpsYQ8St9zt7yySdryqDUCxeT4/v2rLRA7+lsahQ=,8,30,male,3,2015-12-27,2017-09-27,640,20s,2015,12,6
o+OHUDNzjw18R+Gqyh5GjESnuU+Jm3GfA7ZjYf2GqY0=,6,31,male,9,2004-11-12,2017-09-27,4702,30s,2004,11,4
CKwSmN83PkFfK2TRAN+2M/pXUdt8H/ipw6F2XP5N/6E=,11,23,female,9,2015-07-02,2017-09-16,807,20s,2015,7,3
8HdGEX5lHlImmy5Q6wMB0nWq8KxpCIlUz7Yq9t7rzdU=,17,27,unknown,4,2015-11-16,2017-12-10,755,20s,2015,11,0
/auHmLcpsl69PMwujv1p7BH6jSd5ObCXtjYPN2ujNvk=,15,26,male,4,2016-08-16,2017-10-04,414,20s,2016,8,1
zAUQRzVS/raate2wwRFPdlYfHBu8ULM9q3JK9PHDOoM=,18,27,female,9,2015-11-21,2017-12-13,753,20s,2015,11,5
JGKv9+niZz+BSo/5xlJLbMv6I5em4pvLuPRc14A5O/s=,13,25,male,9,2008-10-26,2017-09-08,3239,20s,2008,10,6
AtJMBFE91q+C6bBHg+CscXKvvCg25gUx51kJ7Iv6Dqk=,22,26,male,4,2015-11-06,2017-09-28,692,20s,2015,11,4
DKWev7jpuM9wB4AB0BFb1lNYMW4xKD63bze2W9yEMOw=,13,21,female,7,2016-06-07,2017-10-06,486,20s,2016,6,1
pDXGyB8PfR1gu08DQGktPr31nhtCn0lm7NyUF4DZJbw=,13,20,male,7,2013-06-13,2017-07-08,1486,10s,2013,6,3
7Bxnp0ZbIovQD+BR17C3zDBgAA+9HF0fFf7rubcCG8g=,5,21,male,9,2008-10-04,2017-10-02,3285,20s,2008,10,5
Y3yn8ONfWABrk7H2o73MattvPf0CBYsK2rmBnq55aF0=,14,21,female,7,2016-03-13,2017-03-26,378,20s,2016,3,6
mJjXaMfc8yT2o+UTO1yE0IS9JW3tD6F/SImItd1UoZE=,8,24,male,4,2015-11-13,2018-03-13,851,20s,2015,11,4
JzkdJZO0KfVTQQUkcdsEtrYA82LDEeld2AGV/tpN2gQ=,12,28,female,9,2007-11-19,2017-02-23,3384,20s,2007,11,0
Vvp8EuCaRC7A+QrTRtMg9B93oT+4fBOsTqN9dxHQfSk=,15,36,female,9,2006-11-20,2017-09-10,3947,30s,2006,11,0
GUAj8V/Ax2JYedwrzZla0BT9OrXHas0kyMtgYZ7wmOM=,15,45,female,3,2017-01-22,2017-01-25,3,40s,2017,1,6
brSYbDDrRsnvwLX89TgVLWFTKEOroCzEKeDGAuUxLBk=,4,28,male,9,2010-05-10,2017-09-11,2681,20s,2010,5,0
JPm4gf3tTyOtrLnwOl/QCHsWM0kWrMdDYfnDSzr8Cj4=,21,31,female,9,2005-07-01,2017-09-30,4474,30s,2005,7,4
VcovfOyg6Vv7Cf7x8gXVV1C8OILXuixsDELQDyC7YfQ=,4,26,female,7,2014-05-21,2017-09-16,1214,20s,2014,5,2
PGEMAnJsNgPpwTS+bylGl61TpsUsOqfW7J8HZ1l4WKQ=,4,16,female,4,2017-02-06,2017-02-09,3,10s,2017,2,0
WNQ6/Y9ZT9EoZRv8RO3lpAi0TTSLSzo6mJuHELXytzg=,5,33,male,7,2012-05-11,2017-04-11,1796,30s,2012,5,4
RpF2jQAuXXVaP8FB2rV/pQ2jmAYJrcFxt+6d8Fi6hRA=,15,26,male,7,2014-03-16,2017-04-02,1113,20s,2014,3,6
ZmiqcQyj7JLsOxyhD5DCSEhYzkWbT2W6dQzNzf7V5FI=,13,50,male,9,2011-08-21,2017-09-22,2224,40s,2011,8,6
4fw/pQyrtkfGViI+iYt/4HSIRISgWLhOdmcsf3ZpcJQ=,5,33,male,3,2012-11-26,2017-09-17,1756,30s,2012,11,0
Cas+rh8ykoQHG8YTQsZZp+xVqCsAota5P7FMlookHdc=,5,33,male,7,2010-04-16,2017-10-02,2726,30s,2010,4,4
BJdlO3PKNXJPqa1yyZz6QizUz5chKnP7703IHF7f9qs=,5,32,male,9,2007-08-24,2017-09-22,3682,30s,2007,8,4
bP1p0iFStI+S2fMUvmCP3uQxY2BHudg1XdlO26s0+Y0=,15,32,unknown,9,2010-12-22,2017-10-25,2499,30s,2010,12,2
2I20Mz8NaFE6szucUC43pwEi+rI204o7j5VD+hkAIm4=,5,37,female,9,2010-12-27,2017-10-29,2498,30s,2010,12,0
XlcRKVNHlkjyudEG0+jiE4zsYgW4eQN1pZGWII0Efwk=,13,40,female,3,2016-02-10,2017-09-23,591,30s,2016,2,2
JcAjVOSJOt+M7u0/2YW7v8xjXUx0vD4JBsQ+dba1tww=,6,47,female,9,2011-11-05,2016-12-26,1878,40s,2011,11,5
JnaxNmudw7PGkYlpFp7eUy8oPyerHqM6Pw3aySFoGrw=,5,23,female,9,2008-07-17,2017-10-01,3363,20s,2008,7,3
F5hOW4Xcj8LZqebiR4PjcQB8I2eXEFZJ/LRmqs+aLpM=,5,28,male,4,2016-11-30,2016-12-07,7,20s,2016,11,2
a9z9U+bBVV1PjmBauwYAZyyaKu9N6C8v+wwUahRhgDA=,5,49,female,3,2016-09-17,2016-09-20,3,40s,2016,9,5
+jUNF6V5clYFXAPadjwHMHrOizgTXO9osgXKKnJAkJw=,5,23,male,3,2014-11-18,2017-11-28,1106,20s,2014,11,1
bIv6KlQ7Txy5LZW7ows1WtkEhQEKjJVAqwn6Zdr/Na0=,13,26,female,9,2012-09-12,2017-09-15,1829,20s,2012,9,2
bdS/Kjake8s5IysBBcc6UtdkElW9c8akXCGoHYA13S4=,12,25,female,7,2016-10-11,2017-09-10,334,20s,2016,10,1
c9nLMo4EqLvRvJ932n/uSflU2EYucltJ5OcjX7o3tYM=,10,19,male,3,2013-02-01,2017-10-10,1712,10s,2013,2,4
PaT2fSmT5mq/Ne8g3zq+IgOLe5g07GnvpvZ0p+n1s10=,22,31,female,9,2007-08-17,2017-09-28,3695,30s,2007,8,4
34+Xq76/o6JcnnfZZQDWzOVBL2xsXlG3ooz3X1c1BdU=,15,33,female,9,2011-11-27,2018-06-05,2382,30s,2011,11,6
jGiECz8y+oKS0tDcZArJXK2ZQisBpk/OC3wh4kvs8gc=,5,27,female,9,2014-04-24,2018-02-07,1385,20s,2014,4,3
ywOdZmleXg/UvNzhg6j3/21sZmnWhtxIQC7xN9iR0TQ=,1,22,male,4,2017-02-01,2017-02-04,3,20s,2017,2,2
mDqF17eowvmEMYsk0Qx+vteDEDwsDyUTupDLJLazqjY=,3,24,male,9,2017-01-21,2017-04-26,95,20s,2017,1,5
obODoFo+kSNJrb4uMsmI0a5b1JFmHpYKbYK4PVNvjes=,13,16,female,4,2016-09-15,2016-10-09,24,10s,2016,9,3
pga8OlxBlbtO6IXMeIrP23yHUeFvDcUvSG+d8TrBSaA=,6,38,female,9,2007-05-07,2017-04-06,3622,30s,2007,5,0
EIYtJipDV8KuyKkXy+l8o0Ddj8COeDB7B/kIbATsfdc=,5,24,female,9,2011-09-29,2017-08-19,2151,20s,2011,9,3
OqsjHT2FqDjhA501S7TQzI9rx0bpHCyivaFS8XX/W+8=,6,62,male,9,2015-10-18,2017-10-09,722,60s,2015,10,6
pIXR0a+JWrC9FMIBu3CrzDmmsZ+/xpmZNQIF+f4H+lM=,14,25,female,9,2012-08-13,2017-03-04,1664,20s,2012,8,0
xd2z3jM1obMef8BpydcMxpVSqyZGT6KscipcUUiQ13Y=,22,26,male,9,2009-02-24,2018-09-13,3488,20s,2009,2,1
3tYDeAK9QL2Mafh7BNlx7bky7ylRqr3DKCBtk6xIZpg=,22,27,male,3,2013-03-13,2017-11-07,1700,20s,2013,3,2
52fcuzaO7XIC2NCIMIiyzxl5kVgsJqB8A5T37srAZK4=,4,32,male,3,2016-10-13,2017-07-05,265,30s,2016,10,3
WdmmsvinsvYkcqXM9nAvfRVW46LgFieUEDAKcmYk7mM=,4,26,male,4,2017-01-06,2017-09-09,246,20s,2017,1,4
GTiQchQEQuLmFigdcS/zpouwIywpotz4tF47rLRE0C0=,13,24,female,9,2013-01-10,2017-03-27,1537,20s,2013,1,3
T6fLtkykw2E/cpxd6EqvEofUPSSJDbXP7CaFbCswPIQ=,5,29,female,9,2007-11-06,2017-09-30,3616,20s,2007,11,1
17LWT7JjI3a98o6SycBz2f1SesAwhspQILc9+Ewrx80=,1,20,female,3,2017-02-28,2017-03-03,3,10s,2017,2,1
iLdqTDQ0X5VfyHu33xnyUjKuldwGcRH3qmyXd7/LjKs=,4,23,male,4,2016-09-07,2017-09-03,361,20s,2016,9,2
1pgvtvRI7R0WYJ9U6RNqTGi+xHSQbHRaFjsM+3z5/P4=,5,31,male,9,2011-09-20,2017-08-22,2163,30s,2011,9,1
h0IpHW3/6vGmD4vZclJs9ULE/5yHmy1czMx4AoP69MY=,22,19,female,3,2016-12-08,2016-12-29,21,10s,2016,12,3
E+GgHc3r6ipAsM5O7ta9s91UdQClUgE9SAmSzj3ItJE=,5,30,male,9,2016-11-10,2017-12-28,413,20s,2016,11,3
OAjl/pyhbu72/+UG7/Ln0oxDqnx9Bzwv2F3TVZ8bYEY=,4,27,male,3,2015-11-22,2017-08-09,626,20s,2015,11,6
7pEqylWfInZE/R4ftw2GW+6g29kwY6wxDeQ1SSZ+t2o=,4,17,female,3,2015-03-09,2018-03-10,1097,10s,2015,3,0
C1lB0kUEKLJNz7UjrKcNQi4fUpCs0Eq4ihRSze2yeBM=,22,28,male,9,2007-03-13,2017-10-11,3865,20s,2007,3,1
A50WzA9IaHqjOdBaQ23HEO+473X+5KqtFebFVf/erSU=,13,21,male,3,2013-09-20,2017-10-25,1496,20s,2013,9,4
+7lF0CFemwkv+OsV4Df0RN5JKgrRKMi6s7AXp2Ry7cQ=,22,27,male,9,2014-11-21,2016-12-01,741,20s,2014,11,4
eFLLFcuu7v4iCM1ZmTbQKtzOdaeRT7pmobFIzjAsPgk=,15,20,male,3,2014-01-17,2017-09-14,1336,10s,2014,1,4
7Idhyg62vB8hwgUDK8mMHr3YPawg1iKNpOw4SMjEU8w=,4,24,female,9,2011-03-20,2017-10-06,2392,20s,2011,3,6
hRbPRt608x/P7ZZd/Ai1uROpWksQkLyVS1CoOBGbUFA=,13,38,male,3,2015-05-07,2017-11-05,913,30s,2015,5,3
egwSngC7wKMtjkCU4v4PvUwyT71le1vXikqF32QUNdw=,14,31,male,9,2010-08-14,2017-09-11,2585,30s,2010,8,5
0tYvVpD0pKJE8IZMnR4UtZnjtLTpxt73X5Kp3jPHIAE=,5,31,male,9,2010-05-20,2017-10-05,2695,30s,2010,5,3
Ruc1K0S5FKpRO3pQIaLQeqAbokWhZGkdb63RDwtfOhQ=,12,22,male,9,2013-09-28,2018-05-31,1706,20s,2013,9,5
62YCtiaA0rgs+dV+57WzkiyW4ZsSPgxAvuzftYP5dgQ=,10,31,female,9,2009-03-19,2017-10-04,3121,30s,2009,3,3
nag3M70Jv4j6ALBDGFnFg/VHI9v7gDTfPlgbyblktCg=,5,17,male,9,2009-12-27,2017-09-27,2831,10s,2009,12,6
86tGwtUl3H0ywn3yGGGGrbVpPoDzkralOZ+mIK9LqwI=,13,23,female,9,2016-09-06,2017-09-21,380,20s,2016,9,1
AmlqnhtcddakMy1IfDVU07cByXG+lwaMHFUzp/F0iE4=,13,29,female,3,2012-06-09,2017-10-17,1956,20s,2012,6,5
PTyRYR2MmaYGo/Wg+0dcaQKvknDB9ZH/2VFi5bQ6vKM=,3,21,male,3,2013-03-18,2018-07-31,1961,20s,2013,3,0
ZXfIEV81Q4PskaJ8Aez/I1so5bqacjTTDGkIuYtkGw0=,5,18,female,3,2015-06-12,2017-07-14,763,10s,2015,6,4
dMngOnMYimppmA9FVFMHom5iWt4bbezRvkjSjoRxxS0=,12,28,female,7,2011-11-15,2017-04-24,1987,20s,2011,11,1
mcVeNfyDZ/qTpNKtX2Xcp8Sb7qq29Ewj8w8Km1cGyO4=,13,32,female,9,2009-02-26,2017-10-16,3154,30s,2009,2,3
w3h1lwyjKrUpfzs4HcpDZCnRB/IlPm5pqN5EOYK4PaQ=,22,43,female,3,2013-10-04,2017-08-08,1404,40s,2013,10,4
UtN7EYO7WYc4eovYBq7wCaz9gJNx93t787QQGK65ctw=,1,19,female,3,2013-06-02,2017-10-18,1599,10s,2013,6,6
D7XAa1NGr+vUtbQtpQfTcL1e18W72Mk8fkiMYiXQhbs=,5,31,male,9,2010-07-21,2017-09-21,2619,30s,2010,7,2
5m30Tn+aKF+i0PIabFhhKllCRBauMQbXO4i8mlcFQT8=,13,30,female,4,2016-06-24,2017-12-30,554,20s,2016,6,4
cLx40MVe2yjMTAmkDuGzkULAHZyEzCcCkS0uDIwUD1A=,15,45,male,7,2016-01-16,2017-09-15,608,40s,2016,1,5
i/9fLuQRKaSLag8QkF4kDwli5E24ojXTWIfdszbiF9M=,1,31,male,3,2016-10-17,2017-10-05,353,30s,2016,10,0
KKcTOM4TI0hYHg+9dxkmQyVReCyGgwSKIVYhZrgSVPI=,15,16,male,3,2016-12-18,2016-12-21,3,10s,2016,12,6
/CC72kV5Kln0GjOrD8pqMs0Tsxoy0nOO9AhuBtdN9Fo=,1,37,male,4,2017-02-27,2017-04-04,36,30s,2017,2,0
YfW/2PToPawcIwkV/FvBsz1V3HJDucqqglWBZkg//os=,4,35,male,9,2004-04-06,2017-09-30,4925,30s,2004,4,1
